0,39,39
1,110,110
2,156,152
3,72,70
4,130,128
5,99,96
6,70,69
7,135,131
8,78,76
9,113,111
10,127,124
11,107,104
12,98,96
13,114,109
14,129,129
15,108,107
16,70,69
17,89,87
18,92,89
19,91,91
20,89,88
21,76,75
22,134,134
23,80,79
24,79,76
25,72,70
26,107,107
27,88,86
28,188,185
29,79,77
30,62,62
31,104,103
32,88,84
33,112,111
34,116,114
35,66,66
36,84,83
37,93,89
38,101,100
39,82,81
40,81,80
41,84,83
42,131,128
43,54,53
44,133,132
45,90,89
46,137,137
47,51,51
48,74,73
49,97,96
50,89,89
51,42,42
52,88,88
53,101,98
54,80,79
55,42,42
56,69,67
57,88,87
58,113,109
59,116,113
60,109,105
61,111,107
62,153,152
63,84,83
64,84,83
65,111,106
66,101,99
67,89,86
68,84,82
69,74,69
70,63,61
71,108,106
72,78,78
73,66,66
74,88,86
75,84,82
76,47,46
77,125,120
78,98,98
79,97,96
80,129,128
81,123,120
82,104,103
83,114,108
84,106,102
85,35,35
86,108,105
87,123,120
88,75,74
89,46,46
90,94,90
91,144,141
92,56,54
93,98,95
94,95,94
95,87,86
96,110,109
97,104,104
98,69,66
99,144,142
100,80,80
101,123,120
102,155,155
103,50,47
104,73,71
105,104,98
106,131,129
107,84,82
108,115,114
109,105,101
110,135,132
111,103,102
112,86,84
113,95,94
114,110,110
115,63,63
116,66,64
117,154,150
118,121,119
119,143,141
120,112,111
121,137,137
122,89,87
123,77,76
124,140,138
125,117,116
126,45,45
127,170,168
128,111,109
129,72,70
130,71,70
131,127,127
132,149,146
133,88,87
134,111,109
135,53,53
136,102,101
137,110,104
138,100,96
139,121,114
140,94,93
141,111,109
142,136,134
143,97,94
144,72,72
145,108,105
146,89,88
147,112,110
148,141,138
149,130,127
150,161,153
151,83,79
152,61,61
153,104,102
154,55,54
155,77,75
156,84,82
157,85,84
158,90,90
159,141,139
160,68,67
161,112,112
162,104,102
163,67,65
164,72,70
165,119,116
166,87,86
167,89,87
168,76,75
169,150,145
170,112,111
171,106,104
172,88,88
173,108,105
174,89,88
175,114,111
176,140,136
177,77,76
178,163,158
179,96,94
180,121,121
181,91,90
182,114,114
183,54,54
184,116,113
185,156,152
186,115,115
187,21,21
188,45,43
189,86,84
190,81,80
191,110,109
192,75,75
193,59,59
194,59,57
195,55,53
196,99,98
197,101,100
198,83,81
199,53,53
200,65,65
201,97,96
202,206,203
203,118,112
204,101,99
205,42,41
206,89,83
207,89,87
208,71,71
209,135,131
210,94,94
211,87,87
212,95,88
213,106,103
214,102,97
215,146,141
216,94,92
217,92,90
218,96,94
219,80,79
220,126,124
221,108,106
222,54,54
223,133,131
224,75,74
225,72,71
226,111,110
227,79,77
228,53,53
229,35,35
230,96,95
231,120,119
232,111,110
233,135,135
234,74,71
235,65,64
236,141,140
237,98,96
238,51,51
239,114,112
240,75,73
241,126,122
242,59,58
243,73,72
244,84,79
245,74,74
246,104,103
