0,15,13
1,113,88
2,14,14
3,36,16
4,763,175
5,296,96
6,18,11
7,75,40
8,46,14
9,244,155
10,59,20
11,16,11
12,17,9
13,31,20
14,48,23
15,21,10
16,61,30
17,52,23
18,188,96
19,26,17
20,85,33
21,37,28
22,52,26
23,23,8
24,48,17
25,28,16
26,49,31
27,33,22
28,39,25
29,43,21
30,676,125
31,27,17
32,43,19
33,34,18
34,33,20
35,442,236
36,24,17
37,68,55
38,607,128
39,10,7
40,234,120
41,89,39
42,84,27
43,16,9
44,102,69
45,82,35
46,348,179
47,323,93
48,23,12
49,17,12
50,142,134
51,36,22
52,12,10
53,44,24
54,37,24
55,17,10
56,749,150
57,23,13
58,16,8
59,2,2
60,15,12
61,20,13
62,52,25
63,24,12
64,30,21
65,13,7
66,65,23
67,23,15
68,117,48
69,21,15
70,41,25
71,91,51
72,22,22
73,51,17
74,28,20
75,19,11
76,143,44
77,21,15
78,122,27
79,74,48
80,52,28
81,25,15
82,20,12
83,726,191
84,72,28
85,41,24
86,142,127
87,27,11
88,88,38
89,39,17
90,48,24
91,21,14
92,37,20
93,21,15
94,161,114
95,23,14
96,36,20
97,4,4
98,1311,191
99,176,61
100,20,17
101,19,9
102,18,11
103,30,17
104,27,13
105,15,13
106,27,13
107,141,91
108,27,15
109,61,25
110,38,18
111,26,16
112,16,13
113,29,19
114,20,17
115,66,30
116,37,20
117,62,21
118,26,12
119,27,21
120,88,63
121,31,20
122,31,17
123,22,14
124,25,13
125,36,20
126,21,18
127,68,48
128,22,17
129,16,14
130,66,43
131,30,13
132,100,52
133,35,25
134,51,23
135,136,109
136,25,17
137,77,29
138,40,23
139,0,0
140,65,32
141,58,37
142,7,7
143,39,20
144,25,21
145,157,72
146,58,46
147,20,13
148,13,13
149,25,18
150,346,176
151,17,10
152,61,38
153,27,18
154,26,19
155,117,47
156,30,14
157,252,128
158,60,31
159,15,9
160,20,9
161,22,12
162,57,22
163,23,18
164,44,26
165,24,12
166,24,13
167,14,10
168,21,20
169,20,18
170,297,153
171,49,17
172,133,100
173,41,32
174,203,133
175,35,20
176,53,31
177,34,21
178,49,32
179,0,0
180,117,102
181,120,46
182,30,21
183,270,180
184,27,16
185,19,9
186,33,18
187,15,8
188,36,23
189,12,12
190,24,12
191,32,15
192,23,13
193,39,19
194,56,54
195,25,15
196,28,9
197,79,41
198,40,24
199,51,22
200,89,60
201,11,11
202,46,24
203,296,84
204,32,18
205,41,24
206,22,16
207,30,19
208,529,124
209,13,11
210,14,7
211,64,31
212,31,15
213,11,9
214,19,13
215,19,19
216,179,120
217,34,19
218,22,15
219,25,16
220,83,36
221,185,58
222,83,23
223,25,12
224,31,15
225,714,120
226,40,11
227,102,20
228,125,49
229,95,31
230,30,16
231,44,20
232,24,11
233,29,10
234,54,28
